subj,session,trial,rt,object_response,category,condition,imagename
resnet50,1,106,,knife,dog,,dog5.png
resnet50,1,107,,knife,dog,,dog6.png
resnet50,1,108,,knife,dog,,dog7.png
resnet50,1,109,,knife,dog,,dog8.png
resnet50,1,110,,knife,dog,,dog9.png
resnet50,1,111,,knife,elephant,,elephant1.png
resnet50,1,112,,knife,elephant,,elephant10.png
resnet50,1,113,,knife,elephant,,elephant2.png
resnet50,1,114,,knife,elephant,,elephant3.png
resnet50,1,115,,knife,elephant,,elephant4.png
resnet50,1,116,,knife,elephant,,elephant5.png
resnet50,1,117,,knife,elephant,,elephant6.png
resnet50,1,118,,knife,elephant,,elephant7.png
resnet50,1,119,,knife,elephant,,elephant8.png
resnet50,1,120,,knife,elephant,,elephant9.png
resnet50,1,121,,knife,keyboard,,keyboard1.png
resnet50,1,122,,knife,keyboard,,keyboard10.png
resnet50,1,123,,knife,keyboard,,keyboard2.png
resnet50,1,124,,knife,keyboard,,keyboard3.png
resnet50,1,125,,knife,keyboard,,keyboard4.png
resnet50,1,126,,keyboard,keyboard,,keyboard5.png
resnet50,1,127,,knife,keyboard,,keyboard6.png
resnet50,1,128,,knife,keyboard,,keyboard7.png
resnet50,1,129,,keyboard,keyboard,,keyboard8.png
resnet50,1,130,,knife,keyboard,,keyboard9.png
resnet50,1,131,,knife,knife,,knife1.png
resnet50,1,132,,knife,knife,,knife10.png
resnet50,1,133,,knife,knife,,knife2.png
resnet50,1,134,,knife,knife,,knife3.png
resnet50,1,135,,knife,knife,,knife4.png
resnet50,1,136,,clock,knife,,knife5.png
resnet50,1,137,,knife,knife,,knife6.png
resnet50,1,138,,knife,knife,,knife7.png
resnet50,1,139,,knife,knife,,knife8.png
resnet50,1,140,,knife,knife,,knife9.png
resnet50,1,141,,knife,oven,,oven1.png
resnet50,1,142,,knife,oven,,oven10.png
resnet50,1,143,,knife,oven,,oven2.png
resnet50,1,144,,knife,oven,,oven3.png
resnet50,1,145,,knife,oven,,oven4.png
resnet50,1,146,,knife,oven,,oven5.png
resnet50,1,147,,knife,oven,,oven6.png
resnet50,1,148,,knife,oven,,oven7.png
resnet50,1,149,,knife,oven,,oven8.png
resnet50,1,150,,knife,oven,,oven9.png
resnet50,1,151,,knife,truck,,truck1.png
resnet50,1,152,,knife,truck,,truck10.png
resnet50,1,153,,knife,truck,,truck2.png
resnet50,1,154,,knife,truck,,truck3.png
resnet50,1,155,,knife,truck,,truck4.png
resnet50,1,156,,knife,truck,,truck5.png
resnet50,1,157,,knife,truck,,truck6.png
resnet50,1,158,,knife,truck,,truck7.png
resnet50,1,159,,knife,truck,,truck8.png
resnet50,1,160,,clock,truck,,truck9.png
